"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 07월 16일","1,009.00","1,009.00","1,009.00","1,009.00","-","6.10%"
"2015년 07월 15일","951.00","951.00","951.00","951.00","-","3.93%"
"2015년 07월 14일","915.00","915.00","915.00","915.00","-","1.67%"
"2015년 07월 13일","900.00","900.00","900.00","900.00","-","2.97%"
"2015년 07월 10일","874.00","874.00","874.00","874.00","-","2.46%"
"2015년 07월 09일","853.00","853.00","853.00","853.00","-","1.55%"
"2015년 07월 08일","840.00","840.00","840.00","840.00","-","1.20%"
"2015년 07월 07일","830.00","830.00","830.00","830.00","-","1.84%"
"2015년 07월 06일","815.00","815.00","815.00","815.00","-","1.24%"
"2015년 07월 03일","805.00","805.00","805.00","805.00","-","1.39%"
"2015년 07월 02일","794.00","794.00","794.00","794.00","-","0.00%"
"2015년 07월 01일","794.00","794.00","794.00","794.00","-","-0.75%"
"2015년 06월 30일","800.00","800.00","800.00","800.00","-","-1.60%"
"2015년 06월 29일","813.00","813.00","813.00","813.00","-","-1.22%"
"2015년 06월 26일","823.00","823.00","823.00","823.00","-","-0.72%"
"2015년 06월 25일","829.00","829.00","829.00","829.00","-","0.00%"
"2015년 06월 24일","829.00","829.00","829.00","829.00","-","4.94%"
"2015년 06월 23일","790.00","790.00","790.00","790.00","-","1.41%"
"2015년 06월 22일","779.00","779.00","779.00","779.00","-","0.00%"
"2015년 06월 19일","779.00","779.00","779.00","779.00","-","0.78%"
"2015년 06월 18일","773.00","773.00","773.00","773.00","-","6.62%"
"2015년 06월 17일","725.00","725.00","725.00","725.00","-","6.46%"
"2015년 06월 16일","681.00","681.00","681.00","681.00","-","3.81%"
"2015년 06월 15일","656.00","656.00","656.00","656.00","-","2.18%"
"2015년 06월 12일","642.00","642.00","642.00","642.00","-","2.07%"
"2015년 06월 11일","629.00","629.00","629.00","629.00","-","1.78%"
"2015년 06월 10일","618.00","618.00","618.00","618.00","-","0.98%"
"2015년 06월 09일","612.00","612.00","612.00","612.00","-","0.33%"
"2015년 06월 08일","610.00","610.00","610.00","610.00","-","0.00%"
"2015년 06월 05일","610.00","610.00","610.00","610.00","-","1.16%"
"2015년 06월 04일","603.00","603.00","603.00","603.00","-","0.84%"
"2015년 06월 03일","598.00","598.00","598.00","598.00","-","1.18%"
"2015년 06월 02일","591.00","591.00","591.00","591.00","-","0.34%"
"2015년 06월 01일","589.00","589.00","589.00","589.00","-","0.00%"
"2015년 05월 29일","589.00","589.00","589.00","589.00","-","0.17%"
"2015년 05월 28일","588.00","588.00","588.00","588.00","-","0.17%"
"2015년 05월 27일","587.00","587.00","587.00","587.00","-","0.51%"
"2015년 05월 26일","584.00","584.00","584.00","584.00","-","-0.34%"
"2015년 05월 22일","586.00","586.00","586.00","586.00","-","-1.01%"
"2015년 05월 21일","592.00","592.00","592.00","592.00","-","-2.31%"
"2015년 05월 20일","606.00","606.00","606.00","606.00","-","-2.26%"
"2015년 05월 19일","620.00","620.00","620.00","620.00","-","-1.59%"
"2015년 05월 18일","630.00","630.00","630.00","630.00","-","-0.63%"
"2015년 05월 15일","634.00","634.00","634.00","634.00","-","-0.47%"
"2015년 05월 14일","637.00","637.00","637.00","637.00","-","0.47%"
"2015년 05월 13일","634.00","634.00","634.00","634.00","-","7.64%"
"2015년 05월 12일","589.00","589.00","589.00","589.00","-","1.90%"
"2015년 05월 11일","578.00","578.00","578.00","578.00","-","0.70%"
"2015년 05월 08일","574.00","574.00","574.00","574.00","-","0.17%"
"2015년 05월 07일","573.00","573.00","573.00","573.00","-","-0.35%"
"2015년 05월 06일","575.00","575.00","575.00","575.00","-","-0.86%"
"2015년 05월 05일","580.00","580.00","580.00","580.00","-","-1.19%"
"2015년 05월 01일","587.00","587.00","587.00","587.00","-","-0.68%"
"2015년 04월 30일","591.00","591.00","591.00","591.00","-","-0.67%"
"2015년 04월 29일","595.00","595.00","595.00","595.00","-","-1.00%"
"2015년 04월 28일","601.00","601.00","601.00","601.00","-","0.17%"
"2015년 04월 27일","600.00","600.00","600.00","600.00","-","0.00%"
"2015년 04월 24일","600.00","600.00","600.00","600.00","-","0.17%"
"2015년 04월 23일","599.00","599.00","599.00","599.00","-","-0.17%"
"2015년 04월 22일","600.00","600.00","600.00","600.00","-","-0.17%"
"2015년 04월 21일","601.00","601.00","601.00","601.00","-","0.50%"
"2015년 04월 20일","598.00","598.00","598.00","598.00","-","0.17%"
"2015년 04월 17일","597.00","597.00","597.00","597.00","-","0.67%"
"2015년 04월 16일","593.00","593.00","593.00","593.00","-","1.19%"
"2015년 04월 15일","586.00","586.00","586.00","586.00","-","0.86%"
"2015년 04월 14일","581.00","581.00","581.00","581.00","-","0.52%"
"2015년 04월 13일","578.00","578.00","578.00","578.00","-","-0.34%"
"2015년 04월 10일","580.00","580.00","580.00","580.00","-","0.00%"
"2015년 04월 09일","580.00","580.00","580.00","580.00","-","0.00%"
"2015년 04월 08일","580.00","580.00","580.00","580.00","-","-0.51%"
"2015년 04월 07일","583.00","583.00","583.00","583.00","-","-0.85%"
"2015년 04월 02일","588.00","588.00","588.00","588.00","-","-1.34%"
"2015년 04월 01일","596.00","596.00","596.00","596.00","-","-1.00%"
"2015년 03월 31일","602.00","602.00","602.00","602.00","-","0.50%"
"2015년 03월 30일","599.00","599.00","599.00","599.00","-","0.50%"
"2015년 03월 27일","596.00","596.00","596.00","596.00","-","-0.33%"
"2015년 03월 26일","598.00","598.00","598.00","598.00","-","0.00%"
"2015년 03월 25일","598.00","598.00","598.00","598.00","-","0.17%"
"2015년 03월 24일","597.00","597.00","597.00","597.00","-","0.51%"
"2015년 03월 23일","594.00","594.00","594.00","594.00","-","0.51%"
"2015년 03월 20일","591.00","591.00","591.00","591.00","-","1.20%"
"2015년 03월 19일","584.00","584.00","584.00","584.00","-","2.28%"
"2015년 03월 18일","571.00","571.00","571.00","571.00","-","0.53%"
"2015년 03월 17일","568.00","568.00","568.00","568.00","-","0.71%"
"2015년 03월 16일","564.00","564.00","564.00","564.00","-","0.36%"
"2015년 03월 13일","562.00","562.00","562.00","562.00","-","0.36%"
"2015년 03월 12일","560.00","560.00","560.00","560.00","-","-0.88%"
"2015년 03월 11일","565.00","565.00","565.00","565.00","-","-0.53%"
"2015년 03월 10일","568.00","568.00","568.00","568.00","-","0.00%"
"2015년 03월 09일","568.00","568.00","568.00","568.00","-","0.53%"
"2015년 03월 06일","565.00","565.00","565.00","565.00","-","0.71%"
"2015년 03월 05일","561.00","561.00","561.00","561.00","-","0.36%"
"2015년 03월 04일","559.00","559.00","559.00","559.00","-","1.08%"
"2015년 03월 03일","553.00","553.00","553.00","553.00","-","0.91%"
"2015년 03월 02일","548.00","548.00","548.00","548.00","-","1.48%"
"2015년 02월 27일","540.00","540.00","540.00","540.00","-","1.31%"
"2015년 02월 26일","533.00","533.00","533.00","533.00","-","1.72%"
"2015년 02월 25일","524.00","524.00","524.00","524.00","-","1.55%"
"2015년 02월 24일","516.00","516.00","516.00","516.00","-","0.78%"
"2015년 02월 23일","512.00","512.00","512.00","512.00","-","-0.19%"
"2015년 02월 20일","513.00","513.00","513.00","513.00","-","0.39%"
"2015년 02월 19일","511.00","511.00","511.00","511.00","-","0.39%"
"2015년 02월 18일","509.00","509.00","509.00","509.00","-","-1.36%"
"2015년 02월 17일","516.00","516.00","516.00","516.00","-","-1.15%"
"2015년 02월 16일","522.00","522.00","522.00","522.00","-","-1.51%"
"2015년 02월 13일","530.00","530.00","530.00","530.00","-","-1.85%"
"2015년 02월 12일","540.00","540.00","540.00","540.00","-","-2.35%"
"2015년 02월 11일","553.00","553.00","553.00","553.00","-","-0.54%"
"2015년 02월 10일","556.00","556.00","556.00","556.00","-","0.36%"
"2015년 02월 09일","554.00","554.00","554.00","554.00","-","-0.89%"
"2015년 02월 06일","559.00","559.00","559.00","559.00","-","-0.89%"
"2015년 02월 05일","564.00","564.00","564.00","564.00","-","-0.88%"
"2015년 02월 04일","569.00","569.00","569.00","569.00","-","-1.39%"
"2015년 02월 03일","577.00","577.00","577.00","577.00","-","-2.20%"
"2015년 02월 02일","590.00","590.00","590.00","590.00","-","-2.96%"
"2015년 01월 30일","608.00","608.00","608.00","608.00","-","-3.80%"
"2015년 01월 29일","632.00","632.00","632.00","632.00","-","-5.11%"
"2015년 01월 28일","666.00","666.00","666.00","666.00","-","-3.20%"
"2015년 01월 27일","688.00","688.00","688.00","688.00","-","-2.13%"
"2015년 01월 26일","703.00","703.00","703.00","703.00","-","-2.36%"
"2015년 01월 23일","720.00","720.00","720.00","720.00","-","-4.13%"
"2015년 01월 22일","751.00","751.00","751.00","751.00","-","-2.47%"
"2015년 01월 21일","770.00","770.00","770.00","770.00","-","2.26%"
"2015년 01월 20일","753.00","753.00","753.00","753.00","-","1.89%"
"2015년 01월 19일","739.00","739.00","739.00","739.00","-","-0.27%"
"2015년 01월 16일","741.00","741.00","741.00","741.00","-","-1.07%"
"2015년 01월 15일","749.00","749.00","749.00","749.00","-","-1.06%"
"2015년 01월 14일","757.00","757.00","757.00","757.00","-","-0.66%"
"2015년 01월 13일","762.00","762.00","762.00","762.00","-","5.39%"
"2015년 01월 12일","723.00","723.00","723.00","723.00","-","1.97%"
"2015년 01월 09일","709.00","709.00","709.00","709.00","-","-2.07%"
"2015년 01월 08일","724.00","724.00","724.00","724.00","-","-2.69%"
"2015년 01월 07일","744.00","744.00","744.00","744.00","-","-1.85%"
"2015년 01월 06일","758.00","758.00","758.00","758.00","-","-0.39%"
"2015년 01월 05일","761.00","761.00","761.00","761.00","-","-1.30%"
"2015년 01월 02일","771.00","771.00","771.00","771.00","-","-1.41%"
"2014년 12월 24일","782.00","782.00","782.00","782.00","-","-0.76%"
"2014년 12월 23일","788.00","788.00","788.00","788.00","-","-0.76%"
"2014년 12월 22일","794.00","794.00","794.00","794.00","-","-1.12%"
"2014년 12월 19일","803.00","803.00","803.00","803.00","-","-1.35%"
"2014년 12월 18일","814.00","814.00","814.00","814.00","-","-1.57%"
"2014년 12월 17일","827.00","827.00","827.00","827.00","-","-1.31%"
"2014년 12월 16일","838.00","838.00","838.00","838.00","-","-0.83%"
"2014년 12월 15일","845.00","845.00","845.00","845.00","-","-2.09%"
"2014년 12월 12일","863.00","863.00","863.00","863.00","-","-2.71%"
"2014년 12월 11일","887.00","887.00","887.00","887.00","-","-2.63%"
"2014년 12월 10일","911.00","911.00","911.00","911.00","-","-2.36%"
"2014년 12월 09일","933.00","933.00","933.00","933.00","-","-2.00%"
"2014년 12월 08일","952.00","952.00","952.00","952.00","-","-3.05%"
"2014년 12월 05일","982.00","982.00","982.00","982.00","-","-3.63%"
"2014년 12월 04일","1,019.00","1,019.00","1,019.00","1,019.00","-","-5.56%"
"2014년 12월 03일","1,079.00","1,079.00","1,079.00","1,079.00","-","-3.57%"
"2014년 12월 02일","1,119.00","1,119.00","1,119.00","1,119.00","-","-1.58%"
"2014년 12월 01일","1,137.00","1,137.00","1,137.00","1,137.00","-","-1.39%"
"2014년 11월 28일","1,153.00","1,153.00","1,153.00","1,153.00","-","-2.86%"
"2014년 11월 27일","1,187.00","1,187.00","1,187.00","1,187.00","-","-4.20%"
"2014년 11월 26일","1,239.00","1,239.00","1,239.00","1,239.00","-","-5.64%"
"2014년 11월 25일","1,313.00","1,313.00","1,313.00","1,313.00","-","-0.30%"
"2014년 11월 24일","1,317.00","1,317.00","1,317.00","1,317.00","-","-0.53%"
"2014년 11월 21일","1,324.00","1,324.00","1,324.00","1,324.00","-","-0.60%"
"2014년 11월 20일","1,332.00","1,332.00","1,332.00","1,332.00","-","1.99%"
"2014년 11월 19일","1,306.00","1,306.00","1,306.00","1,306.00","-","0.77%"
"2014년 11월 18일","1,296.00","1,296.00","1,296.00","1,296.00","-","2.53%"
"2014년 11월 17일","1,264.00","1,264.00","1,264.00","1,264.00","-","0.64%"
"2014년 11월 14일","1,256.00","1,256.00","1,256.00","1,256.00","-","-0.63%"
"2014년 11월 13일","1,264.00","1,264.00","1,264.00","1,264.00","-","-4.75%"
"2014년 11월 12일","1,327.00","1,327.00","1,327.00","1,327.00","-","-3.14%"
"2014년 11월 11일","1,370.00","1,370.00","1,370.00","1,370.00","-","-3.39%"
"2014년 11월 10일","1,418.00","1,418.00","1,418.00","1,418.00","-","-1.32%"
"2014년 11월 07일","1,437.00","1,437.00","1,437.00","1,437.00","-","0.07%"
"2014년 11월 06일","1,436.00","1,436.00","1,436.00","1,436.00","-","-1.91%"
"2014년 11월 05일","1,464.00","1,464.00","1,464.00","1,464.00","-","-1.35%"
"2014년 11월 04일","1,484.00","1,484.00","1,484.00","1,484.00","-","1.92%"
"2014년 11월 03일","1,456.00","1,456.00","1,456.00","1,456.00","-","1.96%"
"2014년 10월 31일","1,428.00","1,428.00","1,428.00","1,428.00","-","0.28%"
"2014년 10월 30일","1,424.00","1,424.00","1,424.00","1,424.00","-","-0.28%"
"2014년 10월 29일","1,428.00","1,428.00","1,428.00","1,428.00","-","2.37%"
"2014년 10월 28일","1,395.00","1,395.00","1,395.00","1,395.00","-","8.56%"
"2014년 10월 27일","1,285.00","1,285.00","1,285.00","1,285.00","-","7.80%"
"2014년 10월 24일","1,192.00","1,192.00","1,192.00","1,192.00","-","3.20%"
"2014년 10월 23일","1,155.00","1,155.00","1,155.00","1,155.00","-","1.67%"
"2014년 10월 22일","1,136.00","1,136.00","1,136.00","1,136.00","-","4.22%"
"2014년 10월 21일","1,090.00","1,090.00","1,090.00","1,090.00","-","12.02%"
"2014년 10월 20일","973.00","973.00","973.00","973.00","-","3.07%"
"2014년 10월 17일","944.00","944.00","944.00","944.00","-","1.51%"
"2014년 10월 16일","930.00","930.00","930.00","930.00","-","-0.53%"
"2014년 10월 15일","935.00","935.00","935.00","935.00","-","-1.37%"
"2014년 10월 14일","948.00","948.00","948.00","948.00","-","-0.63%"
"2014년 10월 13일","954.00","954.00","954.00","954.00","-","-0.93%"
"2014년 10월 10일","963.00","963.00","963.00","963.00","-","-1.13%"
"2014년 10월 09일","974.00","974.00","974.00","974.00","-","-1.72%"
"2014년 10월 08일","991.00","991.00","991.00","991.00","-","-2.36%"
"2014년 10월 07일","1,015.00","1,015.00","1,015.00","1,015.00","-","-1.36%"
"2014년 10월 06일","1,029.00","1,029.00","1,029.00","1,029.00","-","-0.77%"
"2014년 10월 03일","1,037.00","1,037.00","1,037.00","1,037.00","-","-0.38%"
"2014년 10월 02일","1,041.00","1,041.00","1,041.00","1,041.00","-","-1.33%"
"2014년 10월 01일","1,055.00","1,055.00","1,055.00","1,055.00","-","-0.75%"
"2014년 09월 30일","1,063.00","1,063.00","1,063.00","1,063.00","-","0.09%"
"2014년 09월 29일","1,062.00","1,062.00","1,062.00","1,062.00","-","1.24%"
"2014년 09월 26일","1,049.00","1,049.00","1,049.00","1,049.00","-","1.06%"
"2014년 09월 25일","1,038.00","1,038.00","1,038.00","1,038.00","-","-1.70%"
"2014년 09월 24일","1,056.00","1,056.00","1,056.00","1,056.00","-","-1.58%"
"2014년 09월 23일","1,073.00","1,073.00","1,073.00","1,073.00","-","-0.37%"
"2014년 09월 22일","1,077.00","1,077.00","1,077.00","1,077.00","-","0.19%"
"2014년 09월 19일","1,075.00","1,075.00","1,075.00","1,075.00","-","-1.29%"
"2014년 09월 18일","1,089.00","1,089.00","1,089.00","1,089.00","-","-3.11%"
"2014년 09월 17일","1,124.00","1,124.00","1,124.00","1,124.00","-","-2.26%"
"2014년 09월 16일","1,150.00","1,150.00","1,150.00","1,150.00","-","-1.96%"
"2014년 09월 15일","1,173.00","1,173.00","1,173.00","1,173.00","-","-0.68%"
"2014년 09월 12일","1,181.00","1,181.00","1,181.00","1,181.00","-","-0.42%"
"2014년 09월 11일","1,186.00","1,186.00","1,186.00","1,186.00","-","-0.92%"
"2014년 09월 10일","1,197.00","1,197.00","1,197.00","1,197.00","-","0.00%"
"2014년 09월 09일","1,197.00","1,197.00","1,197.00","1,197.00","-","2.66%"
"2014년 09월 08일","1,166.00","1,166.00","1,166.00","1,166.00","-","0.95%"
"2014년 09월 05일","1,155.00","1,155.00","1,155.00","1,155.00","-","0.70%"
"2014년 09월 04일","1,147.00","1,147.00","1,147.00","1,147.00","-","0.44%"
"2014년 09월 03일","1,142.00","1,142.00","1,142.00","1,142.00","-","-0.61%"
"2014년 09월 02일","1,149.00","1,149.00","1,149.00","1,149.00","-","-0.17%"
"2014년 09월 01일","1,151.00","1,151.00","1,151.00","1,151.00","-","0.35%"
"2014년 08월 29일","1,147.00","1,147.00","1,147.00","1,147.00","-","2.50%"
"2014년 08월 28일","1,119.00","1,119.00","1,119.00","1,119.00","-","5.27%"
"2014년 08월 27일","1,063.00","1,063.00","1,063.00","1,063.00","-","-0.65%"
"2014년 08월 26일","1,070.00","1,070.00","1,070.00","1,070.00","-","-1.65%"
"2014년 08월 22일","1,088.00","1,088.00","1,088.00","1,088.00","-","-0.73%"
"2014년 08월 21일","1,096.00","1,096.00","1,096.00","1,096.00","-","3.30%"
"2014년 08월 20일","1,061.00","1,061.00","1,061.00","1,061.00","-","2.02%"
"2014년 08월 19일","1,040.00","1,040.00","1,040.00","1,040.00","-","-0.19%"
"2014년 08월 18일","1,042.00","1,042.00","1,042.00","1,042.00","-","2.66%"
"2014년 08월 15일","1,015.00","1,015.00","1,015.00","1,015.00","-","7.75%"
"2014년 08월 14일","942.00","942.00","942.00","942.00","-","8.15%"
"2014년 08월 13일","871.00","871.00","871.00","871.00","-","4.19%"
"2014년 08월 12일","836.00","836.00","836.00","836.00","-","5.56%"
"2014년 08월 11일","792.00","792.00","792.00","792.00","-","1.93%"
"2014년 08월 08일","777.00","777.00","777.00","777.00","-","1.57%"
"2014년 08월 07일","765.00","765.00","765.00","765.00","-","0.79%"
"2014년 08월 06일","759.00","759.00","759.00","759.00","-","0.53%"
"2014년 08월 05일","755.00","755.00","755.00","755.00","-","0.27%"
"2014년 08월 04일","753.00","753.00","753.00","753.00","-","0.27%"
"2014년 08월 01일","751.00","751.00","751.00","751.00","-","-0.53%"
"2014년 07월 31일","755.00","755.00","755.00","755.00","-","0.13%"
"2014년 07월 30일","754.00","754.00","754.00","754.00","-","0.94%"
"2014년 07월 29일","747.00","747.00","747.00","747.00","-","0.54%"
"2014년 07월 28일","743.00","743.00","743.00","743.00","-","0.54%"
"2014년 07월 25일","739.00","739.00","739.00","739.00","-","0.96%"
"2014년 07월 24일","732.00","732.00","732.00","732.00","-","0.69%"
"2014년 07월 23일","727.00","727.00","727.00","727.00","-","0.55%"
"2014년 07월 22일","723.00","723.00","723.00","723.00","-","-0.14%"
"2014년 07월 21일","724.00","724.00","724.00","724.00","-","-1.09%"
"2014년 07월 18일","732.00","732.00","732.00","732.00","-","-0.81%"
"2014년 07월 17일","738.00","738.00","738.00","738.00","-","-2.25%"
"2014년 07월 16일","755.00","755.00","755.00","755.00","-","-3.45%"
"2014년 07월 15일","782.00","782.00","782.00","782.00","-","-2.01%"
"2014년 07월 14일","798.00","798.00","798.00","798.00","-","-1.97%"
"2014년 07월 11일","814.00","814.00","814.00","814.00","-","-2.63%"
"2014년 07월 10일","836.00","836.00","836.00","836.00","-","-3.13%"
"2014년 07월 09일","863.00","863.00","863.00","863.00","-","-2.04%"
"2014년 07월 08일","881.00","881.00","881.00","881.00","-","-0.79%"
"2014년 07월 07일","888.00","888.00","888.00","888.00","-","-0.56%"
"2014년 07월 04일","893.00","893.00","893.00","893.00","-","0.34%"
"2014년 07월 03일","890.00","890.00","890.00","890.00","-","0.00%"
"2014년 07월 02일","890.00","890.00","890.00","890.00","-","-0.45%"
"2014년 07월 01일","894.00","894.00","894.00","894.00","-","5.18%"
"2014년 06월 30일","850.00","850.00","850.00","850.00","-","2.29%"
"2014년 06월 27일","831.00","831.00","831.00","831.00","-","0.85%"
"2014년 06월 26일","824.00","824.00","824.00","824.00","-","-2.60%"
"2014년 06월 25일","846.00","846.00","846.00","846.00","-","-2.42%"
"2014년 06월 24일","867.00","867.00","867.00","867.00","-","-2.14%"
"2014년 06월 23일","886.00","886.00","886.00","886.00","-","-1.99%"
"2014년 06월 20일","904.00","904.00","904.00","904.00","-","0.22%"
"2014년 06월 19일","902.00","902.00","902.00","902.00","-","4.04%"
"2014년 06월 18일","867.00","867.00","867.00","867.00","-","1.05%"
"2014년 06월 17일","858.00","858.00","858.00","858.00","-","-2.50%"
"2014년 06월 16일","880.00","880.00","880.00","880.00","-","-2.87%"
"2014년 06월 13일","906.00","906.00","906.00","906.00","-","-3.51%"
"2014년 06월 12일","939.00","939.00","939.00","939.00","-","-3.49%"
"2014년 06월 11일","973.00","973.00","973.00","973.00","-","-3.09%"
"2014년 06월 10일","1,004.00","1,004.00","1,004.00","1,004.00","-","0.50%"
"2014년 06월 09일","999.00","999.00","999.00","999.00","-","1.01%"
"2014년 06월 06일","989.00","989.00","989.00","989.00","-","1.23%"
"2014년 06월 05일","977.00","977.00","977.00","977.00","-","1.88%"
"2014년 06월 04일","959.00","959.00","959.00","959.00","-","1.16%"
"2014년 06월 03일","948.00","948.00","948.00","948.00","-","1.50%"
"2014년 06월 02일","934.00","934.00","934.00","934.00","-","0.00%"
"2014년 05월 30일","934.00","934.00","934.00","934.00","-","-0.64%"
"2014년 05월 29일","940.00","940.00","940.00","940.00","-","-1.47%"
"2014년 05월 28일","954.00","954.00","954.00","954.00","-","-1.95%"
"2014년 05월 27일","973.00","973.00","973.00","973.00","-","0.93%"
"2014년 05월 23일","964.00","964.00","964.00","964.00","-","-0.21%"
"2014년 05월 22일","966.00","966.00","966.00","966.00","-","-2.23%"
"2014년 05월 21일","988.00","988.00","988.00","988.00","-","-2.18%"
"2014년 05월 20일","1,010.00","1,010.00","1,010.00","1,010.00","-","-1.17%"
"2014년 05월 19일","1,022.00","1,022.00","1,022.00","1,022.00","-","-0.49%"
"2014년 05월 16일","1,027.00","1,027.00","1,027.00","1,027.00","-","0.59%"
"2014년 05월 15일","1,021.00","1,021.00","1,021.00","1,021.00","-","1.90%"
"2014년 05월 14일","1,002.00","1,002.00","1,002.00","1,002.00","-","2.04%"
"2014년 05월 13일","982.00","982.00","982.00","982.00","-","-0.51%"
"2014년 05월 12일","987.00","987.00","987.00","987.00","-","-1.00%"
"2014년 05월 09일","997.00","997.00","997.00","997.00","-","-1.09%"
"2014년 05월 08일","1,008.00","1,008.00","1,008.00","1,008.00","-","-1.37%"
"2014년 05월 07일","1,022.00","1,022.00","1,022.00","1,022.00","-","0.00%"
"2014년 05월 06일","1,022.00","1,022.00","1,022.00","1,022.00","-","0.49%"
"2014년 05월 02일","1,017.00","1,017.00","1,017.00","1,017.00","-","2.42%"
"2014년 05월 01일","993.00","993.00","993.00","993.00","-","5.30%"
"2014년 04월 30일","943.00","943.00","943.00","943.00","-","-0.63%"
"2014년 04월 29일","949.00","949.00","949.00","949.00","-","-1.25%"
"2014년 04월 28일","961.00","961.00","961.00","961.00","-","-0.62%"
"2014년 04월 25일","967.00","967.00","967.00","967.00","-","0.52%"
"2014년 04월 24일","962.00","962.00","962.00","962.00","-","0.63%"
"2014년 04월 23일","956.00","956.00","956.00","956.00","-","1.81%"
"2014년 04월 22일","939.00","939.00","939.00","939.00","-","0.97%"
"2014년 04월 17일","930.00","930.00","930.00","930.00","-","-0.64%"
"2014년 04월 16일","936.00","936.00","936.00","936.00","-","-3.51%"
"2014년 04월 15일","970.00","970.00","970.00","970.00","-","-1.92%"
"2014년 04월 14일","989.00","989.00","989.00","989.00","-","-1.30%"
"2014년 04월 11일","1,002.00","1,002.00","1,002.00","1,002.00","-","-2.62%"
"2014년 04월 10일","1,029.00","1,029.00","1,029.00","1,029.00","-","-3.02%"
"2014년 04월 09일","1,061.00","1,061.00","1,061.00","1,061.00","-","-3.37%"
"2014년 04월 08일","1,098.00","1,098.00","1,098.00","1,098.00","-","-7.42%"
"2014년 04월 07일","1,186.00","1,186.00","1,186.00","1,186.00","-","-1.58%"
"2014년 04월 04일","1,205.00","1,205.00","1,205.00","1,205.00","-","-2.43%"
"2014년 04월 03일","1,235.00","1,235.00","1,235.00","1,235.00","-","-2.99%"
"2014년 04월 02일","1,273.00","1,273.00","1,273.00","1,273.00","-","-3.27%"
"2014년 04월 01일","1,316.00","1,316.00","1,316.00","1,316.00","-","-3.38%"
"2014년 03월 31일","1,362.00","1,362.00","1,362.00","1,362.00","-","-0.80%"
"2014년 03월 28일","1,373.00","1,373.00","1,373.00","1,373.00","-","-2.76%"
"2014년 03월 27일","1,412.00","1,412.00","1,412.00","1,412.00","-","-5.61%"
"2014년 03월 26일","1,496.00","1,496.00","1,496.00","1,496.00","-","-5.20%"
"2014년 03월 25일","1,578.00","1,578.00","1,578.00","1,578.00","-","-1.50%"
"2014년 03월 24일","1,602.00","1,602.00","1,602.00","1,602.00","-","0.19%"
"2014년 03월 21일","1,599.00","1,599.00","1,599.00","1,599.00","-","-1.36%"
"2014년 03월 20일","1,621.00","1,621.00","1,621.00","1,621.00","-","3.25%"
"2014년 03월 19일","1,570.00","1,570.00","1,570.00","1,570.00","-","3.43%"
"2014년 03월 18일","1,518.00","1,518.00","1,518.00","1,518.00","-","2.50%"
"2014년 03월 17일","1,481.00","1,481.00","1,481.00","1,481.00","-","0.27%"
"2014년 03월 14일","1,477.00","1,477.00","1,477.00","1,477.00","-","0.61%"
"2014년 03월 13일","1,468.00","1,468.00","1,468.00","1,468.00","-","1.03%"
"2014년 03월 12일","1,453.00","1,453.00","1,453.00","1,453.00","-","-8.04%"
"2014년 03월 11일","1,580.00","1,580.00","1,580.00","1,580.00","-","1.15%"
"2014년 03월 10일","1,562.00","1,562.00","1,562.00","1,562.00","-","1.23%"
"2014년 03월 07일","1,543.00","1,543.00","1,543.00","1,543.00","-","4.26%"
"2014년 03월 06일","1,480.00","1,480.00","1,480.00","1,480.00","-","6.40%"
"2014년 03월 05일","1,391.00","1,391.00","1,391.00","1,391.00","-","4.98%"
"2014년 03월 04일","1,325.00","1,325.00","1,325.00","1,325.00","-","3.84%"
"2014년 03월 03일","1,276.00","1,276.00","1,276.00","1,276.00","-","1.43%"
"2014년 02월 28일","1,258.00","1,258.00","1,258.00","1,258.00","-","0.64%"
"2014년 02월 27일","1,250.00","1,250.00","1,250.00","1,250.00","-","2.29%"
"2014년 02월 26일","1,222.00","1,222.00","1,222.00","1,222.00","-","2.09%"
"2014년 02월 25일","1,197.00","1,197.00","1,197.00","1,197.00","-","1.96%"
"2014년 02월 24일","1,174.00","1,174.00","1,174.00","1,174.00","-","-0.09%"
"2014년 02월 21일","1,175.00","1,175.00","1,175.00","1,175.00","-","0.95%"
"2014년 02월 20일","1,164.00","1,164.00","1,164.00","1,164.00","-","0.34%"
"2014년 02월 19일","1,160.00","1,160.00","1,160.00","1,160.00","-","1.22%"
"2014년 02월 18일","1,146.00","1,146.00","1,146.00","1,146.00","-","1.42%"
"2014년 02월 17일","1,130.00","1,130.00","1,130.00","1,130.00","-","2.17%"
"2014년 02월 14일","1,106.00","1,106.00","1,106.00","1,106.00","-","0.82%"
"2014년 02월 13일","1,097.00","1,097.00","1,097.00","1,097.00","-","1.11%"
"2014년 02월 12일","1,085.00","1,085.00","1,085.00","1,085.00","-","-0.55%"
"2014년 02월 11일","1,091.00","1,091.00","1,091.00","1,091.00","-","-0.46%"
"2014년 02월 10일","1,096.00","1,096.00","1,096.00","1,096.00","-","0.46%"
"2014년 02월 07일","1,091.00","1,091.00","1,091.00","1,091.00","-","-0.09%"
"2014년 02월 06일","1,092.00","1,092.00","1,092.00","1,092.00","-","0.55%"
"2014년 02월 05일","1,086.00","1,086.00","1,086.00","1,086.00","-","0.18%"
"2014년 02월 04일","1,084.00","1,084.00","1,084.00","1,084.00","-","-0.82%"
"2014년 02월 03일","1,093.00","1,093.00","1,093.00","1,093.00","-","-1.53%"
